,IQ Name,IQID,IQ_TOTAL_REV,IQ_NI_CF,IQ_AR,IQ_GP ,IQ_TOTAL_ASSETS,IQ_AP,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_CASH_FINAN,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV,year,quarter
11554,"Fiserv, Inc.",IQ128209,1063.0,127.0,579.0,432.0,8451.0,95.0,5299.0,3621.0,-195.0,3152.0,281.0,2011,3
11555,"Fiserv, Inc.",IQ128209,1161.0,143.0,666.0,498.0,8548.0,96.0,5290.0,3493.0,-159.0,3258.0,337.0,2011,4
11556,"Fiserv, Inc.",IQ128209,1097.0,132.0,650.0,444.0,8484.0,85.0,5269.0,3478.0,-204.0,3215.0,311.0,2012,1
11557,"Fiserv, Inc.",IQ128209,1087.0,161.0,606.0,461.0,8416.0,94.0,5163.0,3509.0,-115.0,3253.0,302.0,2012,2
11558,"Fiserv, Inc.",IQ128209,1107.0,139.0,643.0,471.0,8453.0,84.0,5195.0,3449.0,-132.0,3258.0,307.0,2012,3
11559,"Fiserv, Inc.",IQ128209,0.0,0.0,661.0,0.0,8497.0,97.0,5080.0,3230.0,0.0,3417.0,358.0,2012,4
11560,"Fiserv, Inc.",IQ128209,1152.0,117.0,674.0,470.0,9563.0,95.0,6066.0,4049.0,-188.0,3497.0,356.0,2013,1
11561,"Fiserv, Inc.",IQ128209,1198.0,151.0,691.0,518.0,9434.0,58.0,5971.0,3953.0,-269.0,3463.0,320.0,2013,2
11562,"Fiserv, Inc.",IQ128209,1201.0,159.0,710.0,517.0,9456.0,61.0,5996.0,3931.0,-204.0,3460.0,321.0,2013,3
11563,"Fiserv, Inc.",IQ128209,1263.0,221.0,751.0,563.0,9513.0,67.0,5928.0,3848.0,-212.0,3585.0,400.0,2013,4
11564,"Fiserv, Inc.",IQ128209,1234.0,168.0,752.0,513.0,9473.0,61.0,6030.0,3848.0,-315.0,3443.0,307.0,2014,1
11565,"Fiserv, Inc.",IQ128209,1253.0,166.0,730.0,550.0,9403.0,55.0,5928.0,3848.0,-176.0,3475.0,329.0,2014,2
11566,"Fiserv, Inc.",IQ128209,1263.0,0.0,748.0,558.0,9438.0,54.0,5976.0,3848.0,0.0,3462.0,409.0,2014,3
11567,"Fiserv, Inc.",IQ128209,1316.0,181.0,798.0,564.0,9308.0,61.0,6013.0,3790.0,-395.0,3295.0,294.0,2014,4
11568,"Fiserv, Inc.",IQ128209,1275.0,178.0,765.0,552.0,9335.0,56.0,6117.0,3852.0,-254.0,3218.0,296.0,2015,1
11569,"Fiserv, Inc.",IQ128209,1298.0,127.0,746.0,588.0,9588.0,77.0,6445.0,4236.0,93.0,3143.0,530.0,2015,2
11570,"Fiserv, Inc.",IQ128209,1313.0,218.0,783.0,600.0,9387.0,77.0,6518.0,4235.0,-483.0,2869.0,309.0,2015,3
11571,"Fiserv, Inc.",IQ128209,1368.0,189.0,802.0,605.0,9340.0,74.0,6680.0,4293.0,-361.0,2660.0,275.0,2015,4
11572,"Fiserv, Inc.",IQ128209,1331.0,289.0,805.0,607.0,9552.0,66.0,6868.0,4449.0,-164.0,2684.0,283.0,2016,1
11573,"Fiserv, Inc.",IQ128209,1363.0,212.0,812.0,636.0,9530.0,71.0,6888.0,4554.0,-127.0,2642.0,263.0,2016,2
11574,"Fiserv, Inc.",IQ128209,1380.0,214.0,830.0,643.0,9637.0,73.0,7068.0,4630.0,-237.0,2569.0,303.0,2016,3
11575,"Fiserv, Inc.",IQ128209,1431.0,215.0,902.0,670.0,9743.0,110.0,7202.0,4562.0,-324.0,2541.0,300.0,2016,4
11576,"Fiserv, Inc.",IQ128209,1394.0,247.0,861.0,642.0,9696.0,83.0,7272.0,4638.0,-301.0,2424.0,308.0,2017,1
11577,"Fiserv, Inc.",IQ128209,1386.0,221.0,845.0,638.0,9685.0,85.0,7294.0,4741.0,-197.0,2391.0,299.0,2017,2
11578,"Fiserv, Inc.",IQ128209,1400.0,232.0,898.0,654.0,10199.0,83.0,7849.0,5111.0,83.0,2350.0,325.0,2017,3
11579,"Fiserv, Inc.",IQ128209,0.0,0.0,997.0,0.0,10289.0,80.0,7558.0,4900.0,0.0,2731.0,325.0,2017,4
11580,"Fiserv, Inc.",IQ128209,1440.0,423.0,878.0,681.0,10167.0,81.0,7196.0,4604.0,-696.0,2971.0,382.0,2018,1
11581,"Fiserv, Inc.",IQ128209,1420.0,0.0,932.0,681.0,10218.0,95.0,7368.0,4806.0,0.0,2850.0,348.0,2018,2
11582,"Fiserv, Inc.",IQ128209,1412.0,227.0,949.0,663.0,10748.0,97.0,8087.0,5275.0,50.0,2661.0,673.0,2018,3
11583,"Fiserv, Inc.",IQ128209,1551.0,286.0,1049.0,729.0,11262.0,127.0,8969.0,5959.0,-23.0,2293.0,415.0,2018,4
11584,"Fiserv, Inc.",IQ128209,1502.0,225.0,1044.0,704.0,11676.0,98.0,9282.0,6257.0,-300.0,2394.0,452.0,2019,1
11585,"Fiserv, Inc.",IQ128209,1512.0,223.0,989.0,727.0,19640.0,107.0,17094.0,14157.0,7883.0,2546.0,8441.0,2019,2
11586,"Fiserv, Inc.",IQ128209,3128.0,198.0,2653.0,1511.0,77864.0,402.0,44012.0,23214.0,7768.0,33852.0,1028.0,2019,3
11587,"Fiserv, Inc.",IQ128209,0.0,0.0,2782.0,0.0,77539.0,392.0,42682.0,22642.0,0.0,34857.0,893.0,2019,4
11588,"Fiserv, Inc.",IQ128209,3769.0,392.0,2582.0,1602.0,72598.0,370.0,39052.0,21968.0,-1134.0,33546.0,896.0,2020,1
11589,"Fiserv, Inc.",IQ128209,3465.0,2.0,2512.0,1578.0,77093.0,400.0,43807.0,21874.0,-825.0,33286.0,869.0,2020,2
11590,"Fiserv, Inc.",IQ128209,3786.0,264.0,2323.0,1953.0,72372.0,373.0,39683.0,21259.0,-826.0,32689.0,937.0,2020,3
11591,"Fiserv, Inc.",IQ128209,3832.0,300.0,2482.0,1978.0,74619.0,437.0,41290.0,21280.0,-1051.0,33329.0,906.0,2020,4
11592,"Gartner, Inc.",IQ130705,382.304,36.694,364.818,217.345,1285.658,17.791,1098.602,226.223,-98.035,187.056,120.181,2010,4
11593,"Gartner, Inc.",IQ130705,329.56699999999995,29.191,345.035,196.251,1275.374,140.14700000000002,1065.344,258.53700000000003,17.785999999999998,210.03,109.003,2011,1
11594,"Gartner, Inc.",IQ130705,365.543,32.223,360.564,213.082,1295.972,165.43900000000002,1080.153,226.544,-67.514,215.819,125.341,2011,2
11595,"Gartner, Inc.",IQ130705,345.784,30.464,349.287,203.088,1304.431,182.725,1110.364,220.933,-61.413,194.067,156.903,2011,3
11596,"Gartner, Inc.",IQ130705,427.694,45.024,421.033,247.412,1379.872,27.573,1198.088,209.891,-75.418,181.784,142.739,2011,4
11597,"Gartner, Inc.",IQ130705,369.171,34.221,384.125,222.708,1349.848,160.07,1178.067,250.131,-17.555999999999997,171.78099999999998,138.985,2012,1
11598,"Gartner, Inc.",IQ130705,397.482,41.484,389.414,236.235,1380.115,178.528,1165.124,200.088,-41.552,214.991,150.531,2012,2
11599,"Gartner, Inc.",IQ130705,374.406,31.375,370.951,223.263,1479.148,206.05,1217.683,211.0,0.7340000000000001,261.465,255.391,2012,3
11600,"Gartner, Inc.",IQ130705,474.749,58.823,463.968,274.535,1621.277,27.344,1314.604,215.017,-14.196,306.673,299.85200000000003,2012,4
11601,"Gartner, Inc.",IQ130705,406.754,36.675,441.405,243.017,1567.395,180.876,1248.238,214.08,-36.906,319.157,269.063,2013,1
11602,"Gartner, Inc.",IQ130705,446.047,46.514,432.011,268.143,1613.787,204.33,1285.093,212.725,-44.178,328.694,333.36300000000006,2013,2
11603,"Gartner, Inc.",IQ130705,410.705,38.194,392.174,248.97,1628.398,224.821,1306.763,212.291,-56.769,321.635,374.521,2013,3
11604,"Gartner, Inc.",IQ130705,520.707,61.418,490.923,310.599,1783.582,17.671,1422.266,211.505,-16.002,361.316,423.99,2013,4
11605,"Gartner, Inc.",IQ130705,446.702,37.736,496.997,275.881,1757.713,211.561,1520.99,360.72,-32.276,236.723,283.284,2014,1
11606,"Gartner, Inc.",IQ130705,519.82,53.04,493.216,316.642,1796.808,251.415,1599.299,379.87,-85.833,197.509,317.925,2014,2
11607,"Gartner, Inc.",IQ130705,470.94,33.846,449.923,282.881,1768.953,266.526,1616.43,373.839,-78.377,152.523,341.22,2014,3
11608,"Gartner, Inc.",IQ130705,583.979,59.144,552.107,348.10400000000004,1904.351,16.802,1743.18,407.9,-12.184,161.171,365.302,2014,4
11609,"Gartner, Inc.",IQ130705,471.186,28.351,526.384,293.42400000000004,1789.37,240.268,1928.883,669.74,-54.41,-139.513,281.653,2015,1
11610,"Gartner, Inc.",IQ130705,547.936,51.155,527.615,337.441,1861.039,262.284,2031.194,719.018,-62.091,-170.155,357.581,2015,2
11611,"Gartner, Inc.",IQ130705,500.166,30.366,482.302,306.564,2091.542,289.97700000000003,2251.131,840.0,115.306,-159.589,371.244,2015,3
11612,"Gartner, Inc.",IQ130705,643.768,65.763,580.763,386.551,2168.5170000000003,31.57,2300.917,823.9630000000001,-66.495,-132.4,372.976,2015,4
11613,"Gartner, Inc.",IQ130705,557.266,44.987,602.877,345.225,2211.509,247.297,2324.179,907.021,22.093000000000004,-112.67,403.943,2016,1
11614,"Gartner, Inc.",IQ130705,609.998,51.627,613.795,378.576,2304.521,287.383,2357.349,846.278,-64.333,-52.828,445.05300000000005,2016,2
11615,"Gartner, Inc.",IQ130705,574.059,30.483,560.202,350.93699999999995,2277.74,348.362,2288.238,751.312,-88.693,-10.498,465.734,2016,3
11616,"Gartner, Inc.",IQ130705,703.217,66.485,643.013,424.154,2367.335,41.00899999999999,2306.4570000000003,694.3910000000001,-43.753,60.878,474.233,2016,4
11617,"Gartner, Inc.",IQ130705,625.169,36.433,716.487,387.56,3365.3,331.66900000000004,3262.483,1635.3270000000002,917.271,102.817,1227.891,2017,1
11618,"Gartner, Inc.",IQ130705,843.7310000000001,-92.281,886.393,491.727,6994.887,517.0169999999999,6141.212,3428.0640000000003,1768.6229999999998,853.675,589.2819999999999,2017,2
11619,"Gartner, Inc.",IQ130705,828.085,-48.18,874.283,495.878,7011.491999999999,550.119,6148.081999999999,3349.8390000000004,-80.327,863.41,630.016,2017,3
11620,"Gartner, Inc.",IQ130705,1014.509,107.307,1203.515,616.131,7283.173000000001,49.0,6299.7080000000005,3278.845,-65.737,983.465,538.908,2017,4
11621,"Gartner, Inc.",IQ130705,963.565,-19.587,1162.557,606.356,6915.028,532.043,5927.456999999999,2975.785,-329.083,987.571,189.979,2018,1
11622,"Gartner, Inc.",IQ130705,1001.336,46.27,1115.901,633.6990000000001,6152.937,541.67,5231.505,2430.838,-618.17,921.432,141.805,2018,2
11623,"Gartner, Inc.",IQ130705,921.674,11.753,1011.741,585.562,5944.816999999999,599.221,5003.269,2170.76,-266.303,941.548,210.997,2018,3
11624,"Gartner, Inc.",IQ130705,1088.879,84.02,1281.237,681.0369999999999,6201.474,37.508,5350.717,2292.368,-43.559,850.757,156.368,2018,4
11625,"Gartner, Inc.",IQ130705,970.444,20.795,1208.711,623.799,6714.675,458.901,5857.778,3166.69,-23.438,856.8969999999999,149.27,2019,1
11626,"Gartner, Inc.",IQ130705,1070.882,103.406,1140.311,682.883,6729.641,490.962,5765.839,3086.3720000000003,-118.69,963.802,218.453,2019,2
11627,"Gartner, Inc.",IQ130705,1000.502,41.388000000000005,1053.225,635.446,6737.344,513.305,5817.687,3118.905,-90.685,919.657,306.72700000000003,2019,3
11628,"Gartner, Inc.",IQ130705,1203.493,67.70100000000001,1347.362,752.625,7151.294,32.995,6212.701,3157.486,-53.179,938.593,280.836,2019,4
11629,"Gartner, Inc.",IQ130705,1018.891,75.097,1168.123,677.613,6800.346,456.668,5910.071,3201.2,-68.49,890.275,227.85,2020,1
11630,"Gartner, Inc.",IQ130705,973.135,55.077,1071.215,650.5840000000001,6810.294,621.2719999999999,5819.075,2986.251,-207.263,991.219,356.63300000000004,2020,2
11631,"Gartner, Inc.",IQ130705,994.618,16.964000000000002,972.854,664.8510000000001,6840.602,673.058,5803.099,2966.612,-42.272,1037.503,553.715,2020,3
11632,"Gartner, Inc.",IQ130705,1112.759,119.607,1255.948,761.331,7315.967,38.588,6225.539000000001,2952.137,-98.199,1090.428,712.5830000000001,2020,4
11633,Honeywell International Inc.,IQ1340740,8749.0,369.0,6181.0,1832.0,37834.0,4199.0,27047.0,6644.0,-746.0,10787.0,2650.0,2010,4
11634,Honeywell International Inc.,IQ1340740,8672.0,705.0,6590.0,2248.0,38902.0,4308.0,27092.0,7638.0,786.0,11810.0,3076.0,2011,1
11635,Honeywell International Inc.,IQ1340740,9086.0,810.0,6699.0,2422.0,39650.0,4442.0,27466.0,7722.0,-596.0,12184.0,3548.0,2011,2
11636,Honeywell International Inc.,IQ1340740,9298.0,0.0,6861.0,2265.0,39445.0,4570.0,27678.0,8155.0,0.0,11767.0,3885.0,2011,3
11637,Honeywell International Inc.,IQ1340740,9473.0,-310.0,6646.0,1038.0,39808.0,4738.0,28906.0,7555.0,-919.0,10902.0,3698.0,2011,4
11638,Honeywell International Inc.,IQ1340740,9307.0,823.0,6689.0,2427.0,40370.0,4535.0,28528.0,7901.0,169.0,11842.0,3988.0,2012,1
11639,Honeywell International Inc.,IQ1340740,9435.0,902.0,6692.0,2513.0,40174.0,4547.0,28091.0,7975.0,-217.0,12083.0,4221.0,2012,2
11640,Honeywell International Inc.,IQ1340740,9342.0,950.0,6734.0,2534.0,41074.0,4518.0,27855.0,7989.0,-220.0,13219.0,4760.0,2012,3
11641,Honeywell International Inc.,IQ1340740,9581.0,251.0,6639.0,1900.0,41853.0,4736.0,28638.0,7496.0,-938.0,13215.0,4634.0,2012,4
11642,Honeywell International Inc.,IQ1340740,9328.0,966.0,6931.0,2545.0,41800.0,4444.0,28115.0,7699.0,-58.0,13685.0,4539.0,2013,1
11643,Honeywell International Inc.,IQ1340740,9693.0,1021.0,7104.0,2666.0,42166.0,4718.0,28154.0,7702.0,-592.0,14012.0,4549.0,2013,2
11644,Honeywell International Inc.,IQ1340740,9647.0,990.0,7403.0,2705.0,44406.0,4791.0,29172.0,8608.0,517.0,15234.0,5499.0,2013,3
11645,Honeywell International Inc.,IQ1340740,10387.0,947.0,7283.0,2775.0,45435.0,5174.0,27689.0,8837.0,-300.0,17746.0,6422.0,2013,4
11646,Honeywell International Inc.,IQ1340740,9679.0,1017.0,7483.0,2712.0,45777.0,5133.0,27558.0,9357.0,-48.0,18219.0,6672.0,2014,1
11647,Honeywell International Inc.,IQ1340740,10253.0,1099.0,7697.0,2957.0,46596.0,5276.0,27590.0,9244.0,-646.0,19006.0,6582.0,2014,2
11648,Honeywell International Inc.,IQ1340740,10108.0,1167.0,7762.0,2980.0,46181.0,5212.0,26914.0,8889.0,-809.0,19267.0,6428.0,2014,3
11649,Honeywell International Inc.,IQ1340740,10266.0,956.0,7515.0,2700.0,45451.0,5365.0,27448.0,8683.0,-769.0,18003.0,6959.0,2014,4
11650,Honeywell International Inc.,IQ1340740,9213.0,1116.0,7601.0,2851.0,45357.0,5263.0,27438.0,9707.0,367.0,17919.0,6575.0,2015,1
11651,Honeywell International Inc.,IQ1340740,9775.0,1194.0,7755.0,2961.0,46412.0,5352.0,27556.0,9719.0,-437.0,18856.0,5954.0,2015,2
11652,Honeywell International Inc.,IQ1340740,9611.0,1264.0,7510.0,2957.0,46625.0,5363.0,28458.0,10567.0,-843.0,18167.0,6563.0,2015,3
11653,Honeywell International Inc.,IQ1340740,9982.0,1194.0,7639.0,3065.0,49316.0,5580.0,30608.0,12068.0,950.0,18708.0,5455.0,2015,4
11654,Honeywell International Inc.,IQ1340740,9522.0,1216.0,7947.0,2975.0,50365.0,5511.0,31990.0,13957.0,-223.0,18375.0,4473.0,2016,1
11655,Honeywell International Inc.,IQ1340740,9991.0,1319.0,8063.0,3170.0,51181.0,5598.0,32236.0,14013.0,-598.0,18945.0,5045.0,2016,2
11656,Honeywell International Inc.,IQ1340740,9804.0,1240.0,8044.0,2901.0,53556.0,5418.0,34182.0,15858.0,1529.0,19374.0,6431.0,2016,3
11657,Honeywell International Inc.,IQ1340740,9985.0,1034.0,8177.0,3106.0,54146.0,5690.0,34596.0,15775.0,-362.0,19550.0,7843.0,2016,4
11658,Honeywell International Inc.,IQ1340740,9492.0,1326.0,8155.0,2963.0,54779.0,5805.0,34301.0,15919.0,-618.0,20478.0,7710.0,2017,1
11659,Honeywell International Inc.,IQ1340740,10078.0,1392.0,8442.0,3054.0,55668.0,5971.0,35115.0,16510.0,-965.0,20553.0,7877.0,2017,2
11660,Honeywell International Inc.,IQ1340740,10121.0,1346.0,8587.0,3067.0,56768.0,6061.0,35537.0,16783.0,-804.0,21231.0,7389.0,2017,3
11661,Honeywell International Inc.,IQ1340740,10843.0,-2519.0,8866.0,3303.0,59470.0,6584.0,42800.0,17882.0,-1129.0,16670.0,7059.0,2017,4
11662,Honeywell International Inc.,IQ1340740,10392.0,1439.0,8778.0,3201.0,60948.0,6641.0,43169.0,18287.0,-1448.0,17779.0,7897.0,2018,1
11663,Honeywell International Inc.,IQ1340740,10919.0,1267.0,8600.0,3305.0,59860.0,6808.0,42082.0,17084.0,-2038.0,17778.0,8082.0,2018,2
11664,Honeywell International Inc.,IQ1340740,10762.0,2338.0,8568.0,3206.0,61927.0,7050.0,43504.0,18251.0,84.0,18423.0,9803.0,2018,3
11665,Honeywell International Inc.,IQ1340740,9729.0,1721.0,7508.0,3044.0,57773.0,5607.0,39408.0,16214.0,-1630.0,18365.0,9287.0,2018,4
11666,Honeywell International Inc.,IQ1340740,8884.0,1416.0,7307.0,3005.0,58560.0,5582.0,39597.0,16816.0,-1235.0,18963.0,8625.0,2019,1
11667,Honeywell International Inc.,IQ1340740,9243.0,1541.0,7407.0,3149.0,57750.0,5602.0,39683.0,16864.0,-2328.0,18067.0,8225.0,2019,2
11668,Honeywell International Inc.,IQ1340740,9086.0,1624.0,7583.0,3048.0,60104.0,5522.0,41791.0,19322.0,1072.0,18313.0,10908.0,2019,3
11669,Honeywell International Inc.,IQ1340740,9496.0,1562.0,7493.0,3168.0,58679.0,5730.0,39966.0,16707.0,-4109.0,18713.0,9067.0,2019,4
11670,Honeywell International Inc.,IQ1340740,8463.0,1581.0,7452.0,2929.0,57422.0,5676.0,39550.0,16856.0,-2446.0,17872.0,7721.0,2020,1
11671,Honeywell International Inc.,IQ1340740,7477.0,1081.0,6717.0,2201.0,63604.0,5366.0,45231.0,22849.0,5187.0,18373.0,13778.0,2020,2
11672,Honeywell International Inc.,IQ1340740,7797.0,758.0,6878.0,2414.0,63459.0,5270.0,45139.0,22998.0,-769.0,18320.0,14036.0,2020,3
11673,Honeywell International Inc.,IQ1340740,8900.0,1359.0,6827.0,2924.0,64586.0,5750.0,46789.0,23212.0,-2053.0,17797.0,14275.0,2020,4
11674,The Progressive Corporation,IQ33352,3890.4,362.9,2928.5,580.9,21526.1,1558.2,15205.5,1986.6,-397.2,6320.6,155.5,2011,1
11675,The Progressive Corporation,IQ33352,3869.2,245.2,2982.6,394.0,21807.6,1606.3,15458.1,2004.9,-279.5,6349.5,149.7,2011,2
11676,The Progressive Corporation,IQ33352,3807.1,150.7,3086.0,247.1,22144.3,1687.2,16328.0,2553.9,69.7,5816.3,170.3,2011,3
11677,The Progressive Corporation,IQ33352,4194.5,256.7,2929.8,417.2,21844.8,1694.7,16038.1,2518.2,-148.7,5806.7,155.7,2011,4
11678,The Progressive Corporation,IQ33352,4122.9,257.6,3167.5,424.9,22269.3,1609.4,16018.9,2152.8,-647.4,6250.4,156.0,2012,1
11679,The Progressive Corporation,IQ33352,4180.2,118.6,3222.1,209.3,22719.0,1674.8,16432.4,2154.3,-63.9,6286.6,165.5,2012,2
11680,The Progressive Corporation,IQ33352,4420.7,277.0,3356.0,452.7,23429.3,1746.8,16874.7,2164.3,-87.6,6554.6,192.2,2012,3
11681,The Progressive Corporation,IQ33352,4346.5,249.1,3183.7,392.5,22694.7,1570.1,16687.7,2158.6,-605.2,6007.0,179.1,2012,4
11682,The Progressive Corporation,IQ33352,4432.3,308.6,3372.3,502.3,23543.5,1839.2,17153.7,2151.3,-220.3,6389.8,110.2,2013,1
11683,The Progressive Corporation,IQ33352,4589.2,324.6,3401.9,527.1,23841.8,1727.3,17317.9,2063.9,-74.6,6523.9,96.9,2013,2
11684,The Progressive Corporation,IQ33352,4520.4,232.4,3500.8,390.8,24508.9,1839.5,17716.3,2010.6,-93.3,6792.6,100.9,2013,3
11685,The Progressive Corporation,IQ33352,4614.5,299.8,3310.7,461.1,24408.2,1723.7,18218.7,1860.9,-258.6,6189.5,75.1,2013,4
11686,The Progressive Corporation,IQ33352,4703.5,321.3,3515.9,518.2,24315.4,1801.9,17876.8,1861.3,-976.6,6438.6,96.7,2014,1
11687,The Progressive Corporation,IQ33352,4735.5,293.4,3566.3,479.9,25452.7,1885.3,18663.5,2208.0,299.4,6789.2,126.1,2014,2
11688,The Progressive Corporation,IQ33352,4767.0,296.1,3705.6,490.8,25926.0,2058.0,18990.7,2164.3,-141.5,6935.3,90.6,2014,3
11689,The Progressive Corporation,IQ33352,5171.3,370.2,3537.5,591.1,25787.6,1813.1,18859.0,2164.7,-36.7,6928.6,108.4,2014,4
11690,The Progressive Corporation,IQ33352,4890.0,295.6,3777.0,491.6,26880.7,1923.9,19678.8,2560.1,-81.2,7201.9,101.5,2015,1
11691,The Progressive Corporation,IQ33352,5277.6,363.3,3867.3,580.7,29304.2,2071.5,21511.0,2739.0,-46.6,7793.2,263.8,2015,2
11692,The Progressive Corporation,IQ33352,5269.8,278.3,4139.8,484.8,29935.0,2226.3,22030.1,2720.6,-86.6,7904.9,194.5,2015,3
11693,The Progressive Corporation,IQ33352,5394.5,330.4,3987.7,568.9,29819.3,2042.7,22065.0,2707.9,-38.4,7754.3,224.1,2015,4
11694,The Progressive Corporation,IQ33352,5552.7,258.2,4378.9,443.2,30721.6,2235.3,22694.3,2720.3,-589.5,8027.3,209.9,2016,1
11695,The Progressive Corporation,IQ33352,5812.4,190.9,4522.2,343.7,31958.2,2416.4,23655.9,2692.0,-66.1,8302.3,134.7,2016,2
11696,The Progressive Corporation,IQ33352,5930.2,198.7,4743.6,317.0,33620.8,2523.9,25053.6,3166.9,439.2,8567.2,143.4,2016,3
11697,The Progressive Corporation,IQ33352,6122.1,383.2,4509.2,598.1,33427.5,13794.5,24986.7,3148.2,-34.0,8440.8,211.5,2016,4
11698,The Progressive Corporation,IQ33352,6315.9,424.3,4850.7,704.0,34810.5,14189.0,25793.4,3111.7,-453.2,9017.1,214.5,2017,1
11699,The Progressive Corporation,IQ33352,6599.1,367.6,5091.3,625.0,36689.8,14908.6,27196.5,3383.4,268.4,9493.3,161.0,2017,2
11700,The Progressive Corporation,IQ33352,6786.0,224.0,5519.9,317.7,38932.6,16387.7,29145.0,3312.2,-109.5,9787.6,224.9,2017,3
11701,The Progressive Corporation,IQ33352,7115.1,576.3,5422.5,755.8,38701.2,15889.0,28912.7,3306.3,-6.6,9788.5,265.0,2017,4
11702,The Progressive Corporation,IQ33352,7424.1,718.0,6043.8,976.9,41330.9,16414.1,30493.5,3859.2,354.8,10837.4,190.1,2018,1
11703,The Progressive Corporation,IQ33352,8011.8,704.2,6230.2,958.8,43363.5,17570.5,32144.5,3859.5,0.5,11219.0,154.8,2018,2
11704,The Progressive Corporation,IQ33352,8490.0,928.4,6776.6,1208.3,45543.7,18474.1,33467.5,3859.9,-52.8,12076.2,121.9,2018,3
11705,The Progressive Corporation,IQ33352,8028.8,264.7,6497.1,320.2,46575.0,18956.7,35538.7,4404.9,247.3,11036.3,69.5,2018,4
11706,The Progressive Corporation,IQ33352,9293.8,1078.4,7189.8,1653.0,48850.3,19779.2,36518.4,4616.8,-1507.4,12331.9,158.0,2019,1
11707,The Progressive Corporation,IQ33352,9444.5,979.4,7167.1,1336.3,51324.2,20778.1,37773.3,4610.2,-70.3,13550.9,91.9,2019,2
11708,The Progressive Corporation,IQ33352,9524.6,841.7,7687.2,1106.5,54008.1,21915.7,39661.9,4610.6,-131.5,14346.2,45.9,2019,3
11709,The Progressive Corporation,IQ33352,10734.8,1070.8,7507.3,1433.1,54910.5,22283.8,41011.7,4608.6,-61.7,13898.8,226.2,2019,4
11710,The Progressive Corporation,IQ33352,9318.1,692.7,7568.3,970.2,56265.2,22357.7,41688.1,5583.3,-429.0,14577.1,369.5,2020,1
11711,The Progressive Corporation,IQ33352,10967.2,1796.8,7557.4,3411.4,59406.1,22738.8,42735.5,5577.1,-296.8,16670.6,108.0,2020,2
11712,The Progressive Corporation,IQ33352,10942.5,1530.8,8574.3,2063.3,62890.8,24083.9,44803.6,5581.6,-117.3,18087.2,90.1,2020,3
11713,The Progressive Corporation,IQ33352,11410.3,1684.3,8160.1,2228.2,64098.3,14434.2,47059.7,5575.1,-95.7,17038.6,76.5,2020,4
11714,QUALCOMM Incorporated,IQ33493,3348.0,1170.0,652.0,2305.0,31291.0,522.0,8555.0,1313.0,561.0,22736.0,4711.0,2011,1
11715,QUALCOMM Incorporated,IQ33493,3870.0,998.0,699.0,2811.0,33824.0,666.0,8823.0,1313.0,1058.0,25001.0,6367.0,2011,2
11716,QUALCOMM Incorporated,IQ33493,3623.0,1036.0,825.0,2404.0,35100.0,761.0,8799.0,1277.0,53.0,26301.0,5746.0,2011,3
11717,QUALCOMM Incorporated,IQ33493,4117.0,1056.0,983.0,2561.0,36422.0,969.0,9450.0,1164.0,-154.0,26972.0,5462.0,2011,4
11718,QUALCOMM Incorporated,IQ33493,4681.0,1401.0,1035.0,2927.0,37606.0,974.0,9109.0,1078.0,-191.0,28497.0,4964.0,2012,1
11719,QUALCOMM Incorporated,IQ33493,4943.0,2230.0,1183.0,3160.0,41531.0,1250.0,9661.0,1177.0,638.0,31870.0,5998.0,2012,2
11720,QUALCOMM Incorporated,IQ33493,4626.0,0.0,1242.0,2907.0,42445.0,1116.0,9840.0,1354.0,0.0,32605.0,3412.0,2012,3
11721,QUALCOMM Incorporated,IQ33493,4870.0,1271.0,1450.0,3029.0,43012.0,1298.0,9467.0,60.0,-1017.0,33545.0,3807.0,2012,4
11722,QUALCOMM Incorporated,IQ33493,6018.0,1906.0,1639.0,3781.0,44841.0,1657.0,9487.0,32.0,-275.0,35354.0,4293.0,2013,1
11723,QUALCOMM Incorporated,IQ33493,6124.0,1866.0,1880.0,3752.0,47599.0,1628.0,9971.0,22.0,14.0,37628.0,4093.0,2013,2
11724,QUALCOMM Incorporated,IQ33493,6243.0,1580.0,1885.0,3746.0,46809.0,1850.0,9226.0,20.0,-1272.0,37583.0,2533.0,2013,3
11725,QUALCOMM Incorporated,IQ33493,6481.0,1501.0,2093.0,3767.0,45516.0,1554.0,9429.0,0.0,-3312.0,36087.0,6142.0,2013,4
11726,QUALCOMM Incorporated,IQ33493,6622.0,1875.0,1307.0,3977.0,46282.0,1375.0,9255.0,14.0,-1073.0,37027.0,8292.0,2014,1
11727,QUALCOMM Incorporated,IQ33493,6367.0,1960.0,2217.0,3947.0,47875.0,1551.0,9622.0,13.0,-868.0,38253.0,6337.0,2014,2
11728,QUALCOMM Incorporated,IQ33493,6806.0,2238.0,2084.0,4128.0,48355.0,1900.0,9568.0,12.0,-1976.0,38787.0,7944.0,2014,3
11729,QUALCOMM Incorporated,IQ33493,6692.0,1894.0,2379.0,4000.0,48574.0,2183.0,9408.0,0.0,-1563.0,39166.0,7907.0,2014,4
11730,QUALCOMM Incorporated,IQ33493,7099.0,1972.0,2239.0,4119.0,48447.0,2482.0,9628.0,0.0,-2203.0,38819.0,6325.0,2015,1
